Time (s),Terminal Voltage Vt (V),State of Charge Z (%),Polarization Voltage Vp (V)
6910,2.88449910513596,23.7793080923433,0.0158279245124575
6911,2.88418432383674,23.7689105708613,0.0148571877970452
6912,2.88351307217954,23.7280703839742,0.0151270778724331
6913,2.88325701996419,23.7159822894883,0.0145445307321069
6914,2.8828490998491,23.6858369145618,0.0152154918830789
6915,2.88197541970625,23.6379368930803,0.0152138448828475
6916,2.88136673218803,23.6021939833068,0.0150975128145624
6917,2.88083807109728,23.569670929246,0.0151937542454834
6918,2.88037463312484,23.5422048471647,0.0151983604952527
6919,2.87988729038166,23.5158843407624,0.0148603294710857
6920,2.87909213309482,23.465842000987,0.0154455590871277
6921,2.87838519456726,23.4222768265585,0.0156979664015102
6922,2.87822225039492,23.42305139185,0.0141860417093186
6923,2.87762268787083,23.3824938541457,0.014862077554647
6924,2.87722946696848,23.3596585213841,0.0147903531699229
6925,2.87666825490583,23.3292997736353,0.0146141200835104
6926,2.87628021792288,23.3060496510632,0.0145225013127366
6927,2.87587804748297,23.2814202140668,0.0146001682863121
6928,2.87504524023911,23.2239647387615,0.0158385089597008
6929,2.87433874009487,23.1874580366988,0.0153545366737164
6930,2.87368889346305,23.1491263112888,0.0153160541849628
6931,2.87287928820709,23.1025442061625,0.0152737673572843
6932,2.87286671494201,23.1051967351705,0.0144066382773152
6933,2.87219204730501,23.0569506636672,0.0155986859243969
6934,2.87178762006151,23.0372261524632,0.0151172567661461
6935,2.87107980671997,22.9938777443631,0.0155082733976723
6936,2.86999809018535,22.9262558246402,0.0162241020146398
6937,2.86964791437617,22.9164495878757,0.0146782573817926
6938,2.86936488534795,22.8982055020713,0.0146384357002878
6939,2.86873694576535,22.8573680390926,0.0151959891527143
6940,2.86846167651881,22.8410156414707,0.0150732576094191
